EntrezID	GeneName	GeneSymbol
80709	AT-hook transcription factor	AKNA
80712	ESX homeobox 1	ESX1
80736	solute carrier family 44, member 4	SLC44A4
80737	von Willebrand factor A domain containing 7	VWA7
8074	fibroblast growth factor 23	FGF23
80746	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	TSEN2
8076	microfibrillar associated protein 5	MFAP5
80760	inter-alpha-trypsin inhibitor heavy chain family, member 5	ITIH5
80764	THAP domain containing 7	THAP7
80772	glycolipid transfer protein domain containing 1	GLTPD1
80776	B9 protein domain 2	B9D2
80778	zinc finger protein 34	ZNF34
8078	ubiquitin specific peptidase 5 (isopeptidase T)	USP5
80781	collagen, type XVIII, alpha 1	COL18A1
80789	integrator complex subunit 5	INTS5
808	calmodulin 3 (phosphorylase kinase, delta)	CALM3
80816	additional sex combs like 3 (Drosophila)	ASXL3
80818	zinc finger protein 436	ZNF436
8082	sarcospan	SSPN
80820	endonuclease/exonuclease/phosphatase family domain containing 1	EEPD1
80824	dual specificity phosphatase 16	DUSP16
80829	ZFP91 zinc finger protein	ZFP91
80831	apolipoprotein L, 5	APOL5
80832	apolipoprotein L, 4	APOL4
80833	apolipoprotein L, 3	APOL3
80834	taste receptor, type 1, member 2	TAS1R2
80835	taste receptor, type 1, member 1	TAS1R1
80852	glutamate receptor interacting protein 2	GRIP2
80853	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae)	JHDM1D
80854	SET domain containing (lysine methyltransferase) 7	SETD7
80856	KIAA1715	KIAA1715
80863	proline-rich transmembrane protein 1	PRRT1
8087	fragile X mental retardation, autosomal homolog 1	FXR1
80895	integrin-linked kinase-associated serine/threonine phosphatase	ILKAP
80896	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	NPL
8091	high mobility group AT-hook 2	HMGA2
8092	ALX homeobox 1	ALX1
80975	transmembrane protease, serine 5	TMPRSS5
8099	cyclin-dependent kinase 2 associated protein 1	CDK2AP1
81	actinin, alpha 4	ACTN4
8100	intraflagellar transport 88 homolog (Chlamydomonas)	IFT88
81025	gap junction protein, alpha 9, 59kDa	GJA9
81027	tubulin, beta 1 class VI	TUBB1
81029	wingless-type MMTV integration site family, member 5B	WNT5B
81031	solute carrier family 2 (facilitated glucose transporter), member 10	SLC2A10
81033	potassium voltage-gated channel, subfamily H (eag-related), member 6	KCNH6
81037	CLPTM1-like	CLPTM1L
8106	poly(A) binding protein, nuclear 1	PABPN1
811	calreticulin	CALR
8110	D4, zinc and double PHD fingers, family 3	DPF3
8111	G protein-coupled receptor 68	GPR68
8115	T-cell leukemia/lymphoma 1A	TCL1A
8125	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A
81285	olfactory receptor, family 51, subfamily E, member 2	OR51E2
813	calumenin	CALU
8139	gigaxonin	GAN
8140	solute carrier family 7 (amino acid transporter light chain, L system), member 5	SLC7A5
81466	olfactory receptor, family 2, subfamily L, member 5	OR2L5
8148	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	TAF15
81488	polymerase (RNA) II (DNA directed) polypeptide M	POLR2M
81491	G protein-coupled receptor 63	GPR63
81493	syncoilin, intermediate filament protein	SYNC
815	calcium/calmodulin-dependent protein kinase II alpha	CAMK2A
81502	histocompatibility (minor) 13	HM13
8153	Rho family GTPase 2	RND2
81537	sphingosine-1-phosphate phosphatase 1	SGPP1
81542	thioredoxin-related transmembrane protein 1	TMX1
81544	glycerophosphodiester phosphodiesterase domain containing 5	GDPD5
81550	tudor domain containing 3	TDRD3
81552	vesicular, overexpressed in cancer, prosurvival protein 1	VOPP1
81555	Yip1 domain family, member 5	YIPF5
81565	nudE nuclear distribution E homolog (A. nidulans)-like 1	NDEL1
81566	cysteine-serine-rich nuclear protein 2	CSRNP2
81567	thioredoxin domain containing 5 (endoplasmic reticulum)	TXNDC5
81572	p53 and DNA-damage regulated 1	PDRG1
81573	ankyrin repeat domain 13C	ANKRD13C
81575	apolipoprotein L domain containing 1	APOLD1
81576	coiled-coil domain containing 130	CCDC130
81578	collagen, type XXI, alpha 1	COL21A1
81579	phospholipase A2, group XIIA	PLA2G12A
816	calcium/calmodulin-dependent protein kinase II beta	CAMK2B
81603	tripartite motif containing 8	TRIM8
81606	limb bud and heart development	LBH
81607	poliovirus receptor-related 4	PVRL4
81610	family with sequence similarity 83, member D	FAM83D
81616	acyl-CoA synthetase bubblegum family member 2	ACSBG2
81617	calcium binding protein 39-like	CAB39L
81618	integral membrane protein 2C	ITM2C
81620	chromatin licensing and DNA replication factor 1	CDT1
81621	Kazal-type serine peptidase inhibitor domain 1	KAZALD1
81623	defensin, beta 126	DEFB126
81627	tRNA methyltransferase 1 homolog (S. cerevisiae)-like	TRMT1L
81631	microtubule-associated protein 1 light chain 3 beta	MAP1LC3B
8165	A kinase (PRKA) anchor protein 1	AKAP1
81688	chromosome 6 open reading frame 62	C6orf62
81689	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	ISCA1
81693	amnion associated transmembrane protein	AMN
817	calcium/calmodulin-dependent protein kinase II delta	CAMK2D
81704	dedicator of cytokinesis 8	DOCK8
81706	protein phosphatase 1, regulatory (inhibitor) subunit 14C	PPP1R14C
8174	mucosal vascular addressin cell adhesion molecule 1	MADCAM1
8178	elongation factor RNA polymerase II	ELL
81790	ring finger protein 170	RNF170
81792	ADAM metallopeptidase with thrombospondin type 1 motif, 12	ADAMTS12
81793	toll-like receptor 10	TLR10
81794	ADAM metallopeptidase with thrombospondin type 1 motif, 10	ADAMTS10
81832	neuropilin (NRP) and tolloid (TLL)-like 1	NETO1
81839	vang-like 1 (van gogh, Drosophila)	VANGL1
81844	tripartite motif containing 56	TRIM56
81846	SET binding factor 2	SBF2
81848	sprouty homolog 4 (Drosophila)	SPRY4
81850	keratin associated protein 1-3	KRTAP1-3
81855	sideroflexin 3	SFXN3
81856	zinc finger protein 611	ZNF611
8187	zinc finger protein 239	ZNF239
81873	actin related protein 2/3 complex, subunit 5-like	ARPC5L
81876	RAB1B, member RAS oncogene family	RAB1B
81887	LAS1-like (S. cerevisiae)	LAS1L
8189	symplekin	SYMPK
81892	SRA stem-loop interacting RNA binding protein	SLIRP
819	calcium modulating ligand	CAMLG
8192	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	CLPP
81929	SEH1-like (S. cerevisiae)	SEH1L
8193	D4, zinc and double PHD fingers family 1	DPF1
81931	zinc finger protein 93	ZNF93
8195	McKusick-Kaufman syndrome	MKKS
820	cathelicidin antimicrobial peptide	CAMP
8200	growth differentiation factor 5	GDF5
8202	nuclear receptor coactivator 3	NCOA3
8204	nuclear receptor interacting protein 1	NRIP1
821	calnexin	CANX
8214	DiGeorge syndrome critical region gene 6	DGCR6
8218	clathrin, heavy chain-like 1	CLTCL1
822	capping protein (actin filament), gelsolin-like	CAPG
8220	DiGeorge syndrome critical region gene 14	DGCR14
8224	synapsin III	SYN3
8226	haloacid dehalogenase-like hydrolase domain containing 1	HDHD1
8227	A kinase (PRKA) anchor protein 17A	AKAP17A
8228	patatin-like phospholipase domain containing 4	PNPLA4
823	calpain 1, (mu/I) large subunit	CAPN1
8233	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2	ZRSR2
8237	ubiquitin specific peptidase 11	USP11
8239	ubiquitin specific peptidase 9, X-linked	USP9X
824	calpain 2, (m/II) large subunit	CAPN2
8241	RNA binding motif protein 10	RBM10
8242	lysine (K)-specific demethylase 5C	KDM5C
8243	structural maintenance of chromosomes 1A	SMC1A
825	calpain 3, (p94)	CAPN3
8269	transmembrane protein 187	TMEM187
827	calpain 6	CAPN6
8270	L antigen family, member 3	LAGE3
8277	transketolase-like 1	TKTL1
8284	lysine (K)-specific demethylase 5D	KDM5D
8287	ubiquitin specific peptidase 9, Y-linked	USP9Y
8289	AT rich interactive domain 1A (SWI-like)	ARID1A
829	capping protein (actin filament) muscle Z-line, alpha 1	CAPZA1
8290	histone cluster 3, H3	HIST3H3
8291	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	DYSF
830	capping protein (actin filament) muscle Z-line, alpha 2	CAPZA2
8301	phosphatidylinositol binding clathrin assembly protein	PICALM
8309	acyl-CoA oxidase 2, branched chain	ACOX2
8310	acyl-CoA oxidase 3, pristanoyl	ACOX3
8312	axin 1	AXIN1
8313	axin 2	AXIN2
8314	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	BAP1
8315	BRCA1 associated protein	BRAP
832	capping protein (actin filament) muscle Z-line, beta	CAPZB
8320	eomesodermin	EOMES
8321	frizzled family receptor 1	FZD1
8322	frizzled family receptor 4	FZD4
8323	frizzled family receptor 6	FZD6
8325	frizzled family receptor 8	FZD8
83259	protocadherin 11 Y-linked	PCDH11Y
8328	growth factor independent 1B transcription repressor	GFI1B
8330	histone cluster 1, H2ak	HIST1H2AK
8334	histone cluster 1, H2ac	HIST1H2AC
8335	histone cluster 1, H2ab	HIST1H2AB
8338	histone cluster 2, H2ac	HIST2H2AC
83394	PITPNM family member 3	PITPNM3
8340	histone cluster 1, H2bl	HIST1H2BL
83401	ELOVL fatty acid elongase 3	ELOVL3
83440	ADP-dependent glucokinase	ADPGK
83442	SH3 domain binding glutamic acid-rich protein like 3	SH3BGRL3
83443	splicing factor 3b, subunit 5, 10kDa	SF3B5
83444	INO80 complex subunit B	INO80B
83447	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	SLC25A31
83448	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	PUS7L
83451	abhydrolase domain containing 11	ABHD11
83452	RAB33B, member RAS oncogene family	RAB33B
83461	cell division cycle associated 3	CDCA3
83464	anterior pharynx defective 1 homolog B (C. elegans)	APH1B
83478	Rho GTPase activating protein 24	ARHGAP24
83480	pseudouridylate synthase 3	PUS3
83481	epiplakin 1	EPPK1
83482	scratch homolog 1, zinc finger protein (Drosophila)	SCRT1
8349	histone cluster 2, H2be	HIST2H2BE
83539	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	CHST9
83540	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)	NUF2
83547	Rab interacting lysosomal protein	RILP
83548	component of oligomeric golgi complex 3	COG3
83549	uridine-cytidine kinase 1	UCK1
83551	trace amine associated receptor 8	TAAR8
83552	membrane frizzled-related protein	MFRP
83593	Ras association (RalGDS/AF-6) domain family member 5	RASSF5
83594	nudix (nucleoside diphosphate linked moiety X)-type motif 12	NUDT12
83595	SRY (sex determining region Y)-box 7	SOX7
83596	BCL2-like 12 (proline rich)	BCL2L12
83605	cerebral cavernous malformation 2	CCM2
83636	chromosome 19 open reading frame 12	C19orf12
83637	zinc finger, MIZ-type containing 2	ZMIZ2
83640	family with sequence similarity 103, member A1	FAM103A1
83657	dynein, light chain, roadblock-type 2	DYNLRB2
83658	dynein, light chain, roadblock-type 1	DYNLRB1
83659	tektin 1	TEKT1
83666	poly (ADP-ribose) polymerase family, member 9	PARP9
83692	CD99 molecule-like 2	CD99L2
83695	RAD9-HUS1-RAD1 interacting nuclear orphan 1	RHNO1
83697	solute carrier family 4, sodium bicarbonate cotransporter, member 9	SLC4A9
837	caspase 4, apoptosis-related cysteine peptidase	CASP4
8372	hyaluronoglucosaminidase 3	HYAL3
83729	inhibin, beta E	INHBE
83734	autophagy related 10	ATG10
83741	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	TFAP2D
83742	MARVEL domain containing 1	MARVELD1
83752	lon peptidase 2, peroxisomal	LONP2
83756	taste receptor, type 1, member 3	TAS1R3
83758	retinol binding protein 5, cellular	RBP5
83759	RNA binding motif protein 4B	RBM4B
83787	armadillo repeat containing 10	ARMC10
8379	MAD1 mitotic arrest deficient-like 1 (yeast)	MAD1L1
83795	potassium channel, subfamily K, member 16	KCNK16
838	caspase 5, apoptosis-related cysteine peptidase	CASP5
8382	NME/NM23 family member 5	NME5
83844	ubiquitin specific peptidase 26	USP26
83852	SET domain, bifurcated 2	SETDB2
83855	Kruppel-like factor 16	KLF16
83856	fibronectin type III and SPRY domain containing 1-like	FSD1L
8386	olfactory receptor, family 1, subfamily D, member 5	OR1D5
83860	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	TAF3
83862	transmembrane protein 120A	TMEM120A
8387	olfactory receptor, family 1, subfamily E, member 1	OR1E1
83871	RAB34, member RAS oncogene family	RAB34
83872	hemicentin 1	HMCN1
83873	G protein-coupled receptor 61	GPR61
83875	beta-carotene oxygenase 2	BCO2
83879	cell division cycle associated 7	CDCA7
8388	olfactory receptor, family 1, subfamily E, member 2	OR1E2
83881	Mix paired-like homeobox	MIXL1
83890	spermatogenesis associated 9	SPATA9
83891	sorting nexin 25	SNX25
83892	potassium channel tetramerisation domain containing 10	KCTD10
83893	spermatogenesis associated 16	SPATA16
83895	keratin associated protein 1-5	KRTAP1-5
839	caspase 6, apoptosis-related cysteine peptidase	CASP6
8390	olfactory receptor, family 1, subfamily G, member 1	OR1G1
83903	germ cell associated 2 (haspin)	GSG2
8392	olfactory receptor, family 3, subfamily A, member 3	OR3A3
83932	SprT-like N-terminal domain	SPRTN
83933	histone deacetylase 10	HDAC10
83939	eukaryotic translation initiation factor 2A, 65kDa	EIF2A
8394	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	PIP5K1A
83942	testis-specific serine kinase 1B	TSSK1B
8395	phosphatidylinositol-4-phosphate 5-kinase, type I, beta	PIP5K1B
83959	solute carrier family 4, sodium borate transporter, member 11	SLC4A11
8398	phospholipase A2, group VI (cytosolic, calcium-independent)	PLA2G6
83987	coiled-coil domain containing 8	CCDC8
83990	BRCA1 interacting protein C-terminal helicase 1	BRIP1
83992	cortactin binding protein 2	CTTNBP2
840	caspase 7, apoptosis-related cysteine peptidase	CASP7
84000	transmembrane protease, serine 13	TMPRSS13
84002	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3GNT5
8402	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	SLC25A11
8403	SRY (sex determining region Y)-box 14	SOX14
84034	elastin microfibril interfacer 2	EMILIN2
8405	speckle-type POZ protein	SPOP
8406	sushi-repeat containing protein, X-linked	SRPX
84061	magnesium transporter 1	MAGT1
84063	kin of IRRE like 2 (Drosophila)	KIRREL2
84067	family with sequence similarity 160, member A2	FAM160A2
84068	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	SLC10A7
8407	transgelin 2	TAGLN2
84072	HORMA domain containing 1	HORMAD1
84073	MYCBP associated protein	MYCBPAP
84078	kelch repeat and BTB (POZ) domain containing 7	KBTBD7
84079	ankyrin repeat domain 27 (VPS9 domain)	ANKRD27
8408	unc-51-like kinase 1 (C. elegans)	ULK1
84081	nuclear speckle splicing regulatory protein 1	NSRP1
8409	ubiquitously-expressed, prefoldin-like chaperone	UXT
84100	ADP-ribosylation factor-like 6	ARL6
84102	solute carrier family 41, member 2	SLC41A2
84105	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	PCBD2
84108	polycomb group ring finger 6	PCGF6
84109	pyroglutamylated RFamide peptide receptor	QRFPR
8411	early endosome antigen 1	EEA1
8412	breast cancer anti-estrogen resistance 3	BCAR3
84124	zinc finger protein 394	ZNF394
84129	acyl-CoA dehydrogenase family, member 11	ACAD11
84131	centrosomal protein 78kDa	CEP78
84132	ubiquitin specific peptidase 42	USP42
84133	zinc and ring finger 3	ZNRF3
84134	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	TOMM40L
84140	family with sequence similarity 161, member A	FAM161A
84141	eva-1 homolog A (C. elegans)	EVA1A
84144	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	SYDE2
84148	K(lysine) acetyltransferase 8	KAT8
84152	protein phosphatase 1, regulatory (inhibitor) subunit 1B	PPP1R1B
84159	AT rich interactive domain 5B (MRF1-like)	ARID5B
84163	GTF2I repeat domain containing 2	GTF2IRD2
84168	anthrax toxin receptor 1	ANTXR1
8417	syntaxin 7	STX7
84173	ELMO/CED-12 domain containing 3	ELMOD3
84179	major facilitator superfamily domain containing 7	MFSD7
8418	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene	CMAHP
84181	chromodomain helicase DNA binding protein 6	CHD6
84188	fatty acyl CoA reductase 1	FAR1
84189	SLIT and NTRK-like family, member 6	SLITRK6
84191	family with sequence similarity 96, member A	FAM96A
84193	SET domain containing 3	SETD3
84196	ubiquitin specific peptidase 48	USP48
842	caspase 9, apoptosis-related cysteine peptidase	CASP9
84206	mex-3 homolog B (C. elegans)	MEX3B
84221	spermatogenesis and centriole associated 1-like	SPATC1L
84225	zinc finger, MYND-type containing 15	ZMYND15
84229	coiled-coil domain containing 135	CCDC135
84231	TNF receptor-associated factor 7, E3 ubiquitin protein ligase	TRAF7
84232	MAF1 homolog (S. cerevisiae)	MAF1
84233	transmembrane protein 126A	TMEM126A
84236	rhomboid domain containing 1	RHBDD1
8424	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	BBOX1
84240	zinc finger, CCHC domain containing 9	ZCCHC9
84243	zinc finger, DHHC-type containing 18	ZDHHC18
84245	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	MRI1
84246	mediator complex subunit 10	MED10
84248	forty-two-three domain containing 1	FYTTD1
84249	pleckstrin and Sec7 domain containing 2	PSD2
8425	latent transforming growth factor beta binding protein 4	LTBP4
84253	GTPase activating Rap/RanGAP domain-like 3	GARNL3
84254	calcium/calmodulin-dependent protein kinase kinase 1, alpha	CAMKK1
84255	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	SLC37A3
84259	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	DCUN1D5
84263	hydroxysteroid dehydrogenase like 2	HSDL2
84265	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	POLR3GL
84268	RPA interacting protein	RPAIN
8427	zinc finger protein 282	ZNF282
84270	chromosome 9 open reading frame 89	C9orf89
84271	polymerase (DNA-directed), delta interacting protein 3	POLDIP3
84273	nitric oxide associated 1	NOA1
84275	solute carrier family 25 (pyrimidine nucleotide carrier), member 33	SLC25A33
84277	DnaJ (Hsp40) homolog, subfamily C, member 30	DNAJC30
84287	zinc finger, DHHC-type containing 16	ZDHHC16
84289	inhibitor of growth family, member 5	ING5
84292	WD repeat domain 83	WDR83
84293	family with sequence similarity 213, member A	FAM213A
84296	GINS complex subunit 4 (Sld5 homolog)	GINS4
84299	migration and invasion enhancer 1	MIEN1
84301	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	DDI2
84303	coiled-coil-helix-coiled-coil-helix domain containing 6	CHCHD6
84305	within bgcn homolog (Drosophila)	WIBG
84306	programmed cell death 2-like	PDCD2L
84307	zinc finger protein 397	ZNF397
84312	breast cancer metastasis-suppressor 1-like	BRMS1L
84314	transmembrane protein 107	TMEM107
84315	MON1 homolog A (yeast)	MON1A
84327	zinc finger, BED-type containing 3	ZBED3
84328	leucine zipper and CTNNBIP1 domain containing	LZIC
84329	hydrogen voltage-gated channel 1	HVCN1
84330	zinc finger protein 414	ZNF414
84333	polycomb group ring finger 5	PCGF5
84335	AKT1 substrate 1 (proline-rich)	AKT1S1
84336	transmembrane protein 101	TMEM101
84337	elongation factor 1 homolog (S. cerevisiae)	ELOF1
8434	reversion-inducing-cysteine-rich protein with kazal motifs	RECK
84340	G elongation factor, mitochondrial 2	GFM2
84342	component of oligomeric golgi complex 8	COG8
84343	Hermansky-Pudlak syndrome 3	HPS3
8437	RAS protein activator like 1 (GAP1 like)	RASAL1
8439	neutral sphingomyelinase (N-SMase) activation associated factor	NSMAF
844	calsequestrin 1 (fast-twitch, skeletal muscle)	CASQ1
84417	chromosome 2 open reading frame 40	C2orf40
8443	glyceronephosphate O-acyltransferase	GNPAT
84432	prokineticin 1	PROK1
84433	caspase recruitment domain family, member 11	CARD11
84435	G protein-coupled receptor 123	GPR123
8444	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	DYRK3
84440	RAB11 family interacting protein 4 (class II)	RAB11FIP4
84441	mastermind-like 2 (Drosophila)	MAML2
84444	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	DOT1L
84445	leucine zipper, putative tumor suppressor 2	LZTS2
84446	BR serine/threonine kinase 1	BRSK1
84447	synovial apoptosis inhibitor 1, synoviolin	SYVN1
84449	zinc finger protein 333	ZNF333
84451	mixed lineage kinase 4	KIAA1804
84456	l(3)mbt-like 3 (Drosophila)	L3MBTL3
84458	ligand dependent nuclear receptor corepressor	LCOR
8446	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	DUSP11
84464	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	SLX4
84465	multiple EGF-like-domains 11	MEGF11
8447	double C2-like domains, beta	DOC2B
8448	double C2-like domains, alpha	DOC2A
8449	DEAH (Asp-Glu-Ala-His) box polypeptide 16	DHX16
84498	family with sequence similarity 120B	FAM120B
845	calsequestrin 2 (cardiac muscle)	CASQ2
84501	spire homolog 2 (Drosophila)	SPIRE2
84502	junctophilin 4	JPH4
84503	zinc finger protein 527	ZNF527
84504	NK6 homeobox 2	NKX6-2
8451	cullin 4A	CUL4A
84518	cornifelin	CNFN
84519	acrosin binding protein	ACRBP
8452	cullin 3	CUL3
84524	zinc finger CCCH-type containing 8	ZC3H8
84527	zinc finger protein 559	ZNF559
8453	cullin 2	CUL2
84530	serine/arginine repetitive matrix 4	SRRM4
84532	acyl-CoA synthetase short-chain family member 1	ACSS1
8454	cullin 1	CUL1
84545	mitochondrial ribosomal protein L43	MRPL43
84547	piggyBac transposable element derived 1	PGBD1
84552	par-6 partitioning defective 6 homolog gamma (C. elegans)	PARD6G
8456	forkhead box N1	FOXN1
84560	metallothionein 4	MT4
84561	solute carrier family 12 (potassium/chloride transporters), member 8	SLC12A8
84569	lysozyme-like 1	LYZL1
84570	collagen, type XXV, alpha 1	COL25A1
846	calcium-sensing receptor	CASR
84612	par-6 partitioning defective 6 homolog beta (C. elegans)	PARD6B
84614	zinc finger and BTB domain containing 37	ZBTB37
84619	zinc finger, CCCH-type with G patch domain	ZGPAT
8462	Kruppel-like factor 11	KLF11
84622	zinc finger protein 594	ZNF594
84626	KRAB-A domain containing 1	KRBA1
84628	netrin G2	NTNG2
84631	SLIT and NTRK-like family, member 2	SLITRK2
84632	actin filament associated protein 1-like 2	AFAP1L2
84634	KISS1 receptor	KISS1R
84640	ubiquitin specific peptidase 38	USP38
84641	hippocampus abundant transcript-like 1	HIATL1
84645	chromosome 22 open reading frame 23	C22orf23
84647	phospholipase A2, group XIIB	PLA2G12B
84650	emopamil binding protein-like	EBPL
84654	spermatogenic leucine zipper 1	SPZ1
84656	glyoxylate reductase 1 homolog (Arabidopsis)	GLYR1
84658	egf-like module containing, mucin-like, hormone receptor-like 3	EMR3
84659	ribonuclease, RNase A family, 7	RNASE7
84662	GLIS family zinc finger 2	GLIS2
84665	myopalladin	MYPN
84666	resistin like beta	RETNLB
84667	hairy and enhancer of split 7 (Drosophila)	HES7
84668	family with sequence similarity 126, member A	FAM126A
84669	ubiquitin specific peptidase 32	USP32
8467	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMARCA5
84671	zinc finger protein 347	ZNF347
84679	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7	SLC9A7
84684	insulinoma-associated 2	INSM2
84687	protein phosphatase 1, regulatory subunit 9B	PPP1R9B
84688	chromosome 9 open reading frame 24	C9orf24
84693	methylmalonyl CoA epimerase	MCEE
84694	gap junction protein, alpha 10, 62kDa	GJA10
84695	lysyl oxidase-like 3	LOXL3
84696	abhydrolase domain containing 1	ABHD1
84699	cAMP responsive element binding protein 3-like 3	CREB3L3
8470	sorbin and SH3 domain containing 2	SORBS2
84705	GTP binding protein 3 (mitochondrial)	GTPBP3
84706	glutamic pyruvate transaminase (alanine aminotransferase) 2	GPT2
84707	brain expressed X-linked 2	BEX2
84709	mitochondria-localized glutamic acid-rich protein	MGARP
8471	insulin receptor substrate 4	IRS4
84717	hepatoma-derived growth factor-related protein 2	HDGFRP2
84720	phosphatidylinositol glycan anchor biosynthesis, class O	PIGO
84725	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	PLEKHA8
84727	splA/ryanodine receptor domain and SOCS box containing 2	SPSB2
8473	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT
84733	chromobox homolog 2	CBX2
84747	unc-119 homolog B (C. elegans)	UNC119B
84749	ubiquitin specific peptidase 30	USP30
84750	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)	FUT10
84752	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	B3GNT9
8476	CDC42 binding protein kinase alpha (DMPK-like)	CDC42BPA
84765	zinc finger protein 577	ZNF577
84766	EF-hand calcium binding domain 4B	EFCAB4B
84775	zinc finger protein 607	ZNF607
84787	suppressor of variegation 4-20 homolog 2 (Drosophila)	SUV420H2
8480	RAE1 RNA export 1 homolog (S. pombe)	RAE1
84804	major facilitator superfamily domain containing 9	MFSD9
8481	oral-facial-digital syndrome 1	OFD1
84811	BUD13 homolog (S. cerevisiae)	BUD13
84812	phospholipase C, delta 4	PLCD4
84814	phosphatidic acid phosphatase type 2 domain containing 3	PPAPDC3
84817	thioredoxin domain containing 17	TXNDC17
84818	interleukin 17 receptor C	IL17RC
8482	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	SEMA7A
84823	lamin B2	LMNB2
84824	Fc receptor-like A	FCRLA
84826	SFT2 domain containing 3	SFT2D3
8483	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	CILP
84838	zinc finger protein 496	ZNF496
84842	4-hydroxyphenylpyruvate dioxygenase-like	HPDL
84844	PHD finger protein 5A	PHF5A
84858	zinc finger protein 503	ZNF503
84861	kelch-like family member 22	KLHL22
84864	MYC induced nuclear antigen	MINA
8487	gem (nuclear organelle) associated protein 2	GEMIN2
84870	R-spondin 3	RSPO3
84871	ATP/GTP binding protein-like 4	AGBL4
84874	zinc finger protein 514	ZNF514
84875	poly (ADP-ribose) polymerase family, member 10	PARP10
84876	ORAI calcium release-activated calcium modulator 1	ORAI1
84878	zinc finger and BTB domain containing 45	ZBTB45
84879	major facilitator superfamily domain containing 2A	MFSD2A
84881	RNA pseudouridylate synthase domain containing 4	RPUSD4
84883	apoptosis-inducing factor, mitochondrion-associated, 2	AIFM2
84889	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	SLC7A3
84891	zinc finger and SCAN domain containing 10	ZSCAN10
84894	leucine rich repeat and Ig domain containing 1	LINGO1
84897	transforming growth factor beta regulator 1	TBRG1
8490	regulator of G-protein signaling 5	RGS5
84901	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	NFATC2IP
84905	zinc finger protein 341	ZNF341
84909	chromosome 9 open reading frame 3	C9orf3
84911	zinc finger protein 382	ZNF382
84916	cirrhosis, autosomal recessive 1A (cirhin)	CIRH1A
8492	protease, serine, 12 (neurotrypsin, motopsin)	PRSS12
84920	asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog (S. pombe)	ALG10
84922	FLT3-interacting zinc finger 1	FIZ1
84924	zinc finger protein 566	ZNF566
84929	fibrinogen C domain containing 1	FIBCD1
8493	protein phosphatase, Mg2+/Mn2+ dependent, 1D	PPM1D
84930	microtubule associated serine/threonine kinase-like	MASTL
84932	RAB2B, member RAS oncogene family	RAB2B
84934	chromosome 12 open reading frame 52	C12orf52
84935	mesenteric estrogen-dependent adipogenesis	MEDAG
84938	autophagy related 4C, cysteine peptidase	ATG4C
84939	melanoma associated antigen (mutated) 1	MUM1
